id,name
595004,K Verreynne
485676,KD Petersen
698143,L Sipamla
379927,BE Hendricks
327947,D Paterson
277390,PJ Malan
337790,HE van der Dussen
327830,D Pretorius
481875,GF Linde
436757,H Klaasen
481979,A Nortje
535393,S Muthusamy
698189,PWA Mulder
550187,Zubayr Hamza
542023,L Ngidi
540316,AL Phehlukwayo
600498,AK Markram
45955,HG Kuhn
486672,TB de Bruyn
486679,D Olivier
379145,T Shamsi
267724,KA Maharaj
44656,SC Cook
375126,GC Viljoen
439952,CH Morris
550215,K Rabada
262456,DJ Vilas
432960,SR Harmer
372116,T Bavuma
267479,S van Zyl
379926,DL Piedt
379143,Q de Kock
297583,KJ Abbott
230852,D Elgar
44828,F du Plessis
45949,RK Kleinveldt
393279,M de Lange
46945,VD Philander
40618,Imran Tahir
47666,LL Tsotsobe
46934,AN Petersen
265564,WD Parnell
46393,R McLaren
44930,F de Wet
46248,JA Morkel
45932,I Khan
44932,JP Duminy
45568,PL Harris
46538,M Morkel
44149,J Botha
45963,CK Langeveldt
47492,DW Steyn
44936,AB de Villiers
43906,HM Amla
47630,TL Tsolekile
44689,Z de Bruyn
48112,M Zondeki
46750,RJ Peterson
47903,CM Willoughby
47015,JA Rudolph
44682,AC Dawson
47700,M van Jaarsveld
47270,GC Smith
46784,D Pretorius
45396,AJ Hall
46788,AG Prince
46681,JL Ontong
46569,A Nel
45431,CW Henderson
45797,JM Kemp
46599,M Ngam
46208,ND McKenzie
44091,N Boje
47255,PC Strydom
45419,M Hayward
44708,HH Dippenaar
47541,DJ Terbrugge
44960,S Elworthy
45984,GFJ Liebenberg
46592,M Ntini
43913,HD Ackerman
44111,MV Boucher
44024,AM Bacher
45821,L Klusener
45224,HH Gibbs
43919,PR Adams
45789,JH Kallis
46774,SM Pollock
47242,PJR Steyn
45711,SD Jack
44455,JB Commins
45813,G Kirsten
44696,PS de Villiers
47267,PL Symcox
44954,CE Eksteen
44489,DJ Cullinan
46189,CR Matthews
47165,BN Schultz
46973,JN Rhodes
46214,BM McMillan
45437,O Henry
44465,SJ Cook
47884,KC Wessels
47215,RP Snell
47011,MW Rushmere
46978,DJ Richardson
46790,MW Pringle
45840,AP Kuiper
45815,PN Kirsten
45458,AC Hudson
44716,AA Donald
44485,WJ Cronje
44097,T Bosch
55802,AJ Traicos
46982,BA Richards
45696,BL Irvine
45214,D Gamsy
44438,GA Chevalier
44738,JH du Preez
47554,PHJ Trimborn
46793,MJ Procter
44730,R Dumbrill
44109,JT Botten
44026,A Bacher
46150,MJ Macaulay
45397,GG Hall
47717,GD Varnals
45399,CG Halse
47692,PL van der Merwe
47179,MA Seymour
46772,RG Pollock
46761,DB Pithey
46736,JT Partridge
45990,DT Lindsay
45960,HR Lance
45037,WS Farrer
44143,SF Burke
47863,KA Walter
46770,PM Pollock
45967,GB Lawrence
44955,MK Elgie
44124,HD Bromfield
44084,KC Bland
44045,EJ Barlow
46210,AH McKinnon
46781,JE Pothecary
47879,C Wesley
46677,S O'Linn
45247,GM Griffin
45041,JP Fellows-Smith
44424,PR Carlstein
44076,CGD Burger
44727,CAR Duckworth
46760,AJ Pithey
47532,AI Taylor
45428,PS Heine
45234,TL Goddard
47885,RJ Westcott
45694,DEJ Ironside
43923,NAT Adcock
45793,HJ Keith
45080,ERH Fuller
46264,ARA Murray
45081,KJ Funston
44964,WR Endean
46170,PNF Mansell
46212,RA McLean
47857,JHB Waite
47704,CB van Ryneveld
46203,DJ McGlew
44441,GWA Chubb
47912,PL Winslow
46219,MG Melle
44721,RG Draper
47869,JC Watkins
47531,HJ Tayfield
46570,JD Nel
44435,JE Cheetham
46173,LA Markham
45408,MA Hanley
47920,OE Wynne
46196,CN McCarthy
44062,DW Begbie
45078,GM Fullerton
46765,JB Plimsoll
44747,DV Dyer
47559,L Tuckett
47213,VI Smith
47003,AMB Rowan
46168,NBF Mann
45991,JD Lindsay
45414,TA Harris
44683,OC Dawson
45246,RE Grieveson
47855,WW Wade
47681,PGV van der Bijl
46221,A Melville
45239,N Gordon
44092,GE Bond
45416,RL Harvey
44676,EQ Davies
44121,AW Briscoe
44088,EG Bock
46991,JB Robertson
46578,F Nicholson
47854,HF Wade
47548,DS Tomlinson
47005,EAB Rowan
46589,AD Nourse
46132,ACB Langton
44481,RJ Crisp
44132,LS Brown
44450,JAK Cochran
47733,KG Viljoen
46577,ES Newson
44491,SH Curnow
44040,XC Balaskas
47689,EA van der Merwe
46216,Q McMillan
44673,EL Dalton
44065,AJ Bell
46952,NA Quinn
46691,HGO Owen-Smith
46233,B Mitchell
44440,JAJ Christy
47188,IJ Siedle
46674,AL Ochse
46580,JFW Nicolson
46725,AW Palm
44078,GF Bissett
47736,CL Vincent
46794,HLE Promnitz
46246,DPB Morkel
44731,JP Duminy
44451,SK Coen
44419,HB Cameron
47259,MJ Susskind
46728,GM Parker
44685,HG Deane
44460,DP Conyngham
47526,LE Tapscott
46217,DJ Meintjes
45394,AE Hall
45424,GAL Hearne
45074,CM Francois
44427,RH Catterall
44147,ID Buys
44116,WH Brann
46968,N Reid
45992,NV Lindsay
46594,EP Nupen
46184,WFE Marx
45993,WVS Ling
45075,CN Frank
46006,EB Lundie
45405,RHM Hands
47533,D Taylor
45974,FL le Roux
44430,HW Chapman
47558,LR Tuckett
44709,CD Dixon
46574,C Newberry
47525,GL Tapscott
45980,PT Lewis
45404,PAM Hands
44474,JL Cox
44468,AHC Cooper
44082,JM Blanckenberg
44056,HV Baumgartner
44426,CP Carter
47867,TA Ward
47535,HW Taylor
17048,F Mitchell
45415,GPD Hartigan
44059,R Beaumont
46741,COC Pearse
47157,SV Samuelson
46586,NO Norton
46745,SJ Pegler
45057,CE Floquet
48109,JW Zulch
47251,LA Stricker
44454,JMM Commaille
44421,T Campbell
47216,SD Snooke
47887,GC White
47739,AEE Vogler
47217,SJ Snooke
47186,PW Sherwell
47168,RO Schwarz
45039,GA Faulkner
47565,PS Twentyman-Jones
45833,JJ Kotze
43933,JH Anderson
47556,G Thornton
47522,LJ Tancred
47516,HM Taberer
47204,CJE Smith
46590,AW Nourse
45417,CMH Hathorn
47181,WA Shalders
46789,CFH Prince
46782,AW Powell
45841,F Kuys
47523,VM Tancred
47221,WRT Solomon
45242,R Graham
45072,HH Francis
44719,RR Dower
44079,M Bisset
47173,AW Seccull
46980,AR Richards
45232,GK Glover
47185,GH Shepstone
47006,GA Rowe
45996,CB Llewellyn
45729,CL Johnson
45076,WHB Frank
47904,JT Willoughby
47195,JH Sinclair
46776,RM Poore
46227,J Middleton
45442,CFW Hime
45231,RA Gleeson
44463,FJ Cook
47909,CS Wimble
47002,TW Routledge
46729,DC Parkin
46229,CH Mills
45423,F Hearne
45393,EA Halliwell
45048,CG Fichardt
44743,JF du Toit
44480,G Cripps
47568,NHCD Theunissen
46983,WHM Richards
43938,WH Ashley
47737,CH Vintcent
47521,AB Tancred
47240,RB Stewart
47206,FW Smith
46996,A Rose-Innes
46673,AE Ochse
46231,WH Milton
45794,GA Kempis
45463,P Hutchinson
45051,CE Finlason
44732,OR Dunell
