id,name,image,image_path
922941,Abdullah Shafique,false,default
43409,Tabish Khan,/db/PICTURES/CMS/315700/315741.jpg,43409
1062812,Sajid Khan,/db/PICTURES/CMS/325500/325569.3.jpg,1062812
238672,Nauman Ali,/db/PICTURES/CMS/325500/325566.3.jpg,238672
598905,Imran Butt,/db/PICTURES/CMS/325500/325564.3.jpg,598905
348154,Zafar Gohar,/db/PICTURES/CMS/179400/179493.1.jpg,348154
697279,Usman Shinwari,/db/PICTURES/CMS/173700/173753.1.jpg,697279
39950,Abid Ali,/db/PICTURES/CMS/302700/302764.jpg,39950
1072472,Muhammad Musa,/db/PICTURES/CMS/297400/297404.1.jpg,1072472
1158088,Naseem Shah,/db/PICTURES/CMS/302800/302821.jpg,1158088
1072470,Shaheen Shah Afridi,/db/PICTURES/CMS/312100/312180.jpg,1072470
556684,Mir Hamza,/db/PICTURES/CMS/147000/147083.1.jpg,556684
512191,Fakhar Zaman,/db/PICTURES/CMS/302700/302771.jpg,512191
498875,Bilal Asif,/db/PICTURES/CMS/302700/302769.jpg,498875
260519,Usman Salahuddin,/db/PICTURES/CMS/302800/302887.jpg,260519
568276,Imam-ul-Haq,/db/PICTURES/CMS/302800/302817.jpg,568276
681117,Faheem Ashraf,/db/PICTURES/CMS/302700/302770.jpg,681117
318788,Haris Sohail,/db/PICTURES/CMS/302700/302773.jpg,318788
681305,Hasan Ali,/db/PICTURES/CMS/302700/302774.jpg,681305
922943,Shadab Khan,/db/PICTURES/CMS/302800/302825.jpg,922943
389666,Mohammad Abbas,/db/PICTURES/CMS/307300/307351.jpg,389666
227762,Sharjeel Khan,/db/PICTURES/CMS/236800/236867.jpg,227762
323389,Mohammad Rizwan,/db/PICTURES/CMS/312100/312178.jpg,323389
348148,Mohammad Nawaz,/db/PICTURES/CMS/236800/236859.jpg,348148
348144,Babar Azam,/db/PICTURES/CMS/302700/302768.jpg,348144
480603,Iftikhar Ahmed,/db/PICTURES/CMS/194700/194751.1.jpg,480603
547079,Sami Aslam,/db/PICTURES/CMS/302800/302824.jpg,547079
43685,Yasir Shah,/db/PICTURES/CMS/302800/302830.jpg,43685
316363,Imran Khan,/db/PICTURES/CMS/333700/333746.1.png,316363
343305,Bilawal Bhatti,/db/PICTURES/CMS/171800/171839.1.jpg,343305
259410,Ahmed Shehzad,/db/PICTURES/CMS/302700/302765.jpg,259410
