,id,name
0,526441,MR Adair
1,308294,SW Poynter
2,470917,JA McCollum
3,417381,AR McBrine
4,348034,GH Dockrell
5,380957,J Cameron-Dow
6,24609,GC Wilson
7,414821,SR Thompson
8,303427,PR Stirling
9,24599,WB Rankin
10,24611,WTS Porterfield
11,24289,NJ O'Brien
12,24605,KJ O'Brien
13,17134,TJ Murtagh
14,571707,TE Kane
15,24249,EC Joyce
16,303423,A Balbirnie
