,id,matches
181,36309,"62945,62946"
182,38741,"62944,62964,62965,62966,62967,62968,62979,63022"
183,37099,"62944,62945,62946,62962"
184,38388,"62927,62928,62946,62988,62989,62990,63071,63072,63114,63115"
185,37728,62927
186,38930,"62926,62927,62962,62963,62964,62965,62966,62967,62974,62979,63019,63036,63037,63038,63046,63048,63049"
187,38390,"62926,62927,62928,62944,62945,62946,62962,62964,62965,62967,62974,62975,62976,62977,62978,62979,62988,62989,62990,63019,63022"
188,36837,"62907,62908,62909,62910,62926,62927,62928,62944,62962,62963,62965,62966,62967,62968,62974,62975,62977,62978,62979,63019,63020,63021,63022,63036,63037,63038,63042,63043,63044,63045,63046,63047,63048,63049,63050,63071,63072,63079,63080"
189,37733,"62906,62907,62908,62909,62910,62926,62928,62944,62945,62962,62963,62964,62965,62966,62967,62976,62977,62978,62979,62988,62989,62990,63019,63020,63021,63022,63036,63037,63038,63042,63043,63044"
190,36830,"62906,62907,62908,62909,62910,62926,62927,62928,62945,62946,62962,62963,62974,62975,62976,62977,62978"
191,36599,"62906,62907,62908,62909,62910,62926,62927,62928,62944,62945,62946,62962,62963,62964,62968,62975,62976,62977,62978"
192,36289,"62906,62907,62909,62910,62926,62927,62928"
193,36288,"62906,62907,62908,62909,62910,62964,62988,62989,63020,63022"
194,37252,"62858,62859"
195,37234,"62858,62859"
196,36302,"62858,62859"
197,38399,"62842,62843,62844,62858,62859,62906,62908,62910,62926,62944,62945"
198,38125,"62840,62841,62842,62843,62844,62926,62927,62928"
199,37715,"62840,62844"
200,36823,"62840,62841,62842,62843,62844"
201,36287,62809
202,38391,"62808,62809"
203,37106,"62732,62733,62734,62735,62736,62808,62809,62810"
204,37608,"62807,62808"
205,37107,"62801,62802,62803,62804,62805,62806,62807,62808,62858,62859,62906,62907"
206,38123,"62800,62801,62802,62803,62840,62841,62842,62843,62844,62858,62859,62988,62989,62990"
207,37229,"62800,62801,62802,62805,62840,62841,62842,62843"
208,37710,"62799,62804,62805,62806,62807"
209,37233,"62799,62800,62803,62906,62907,62908,62909,62910,62963"
210,36175,"62799,62802,62803,62804,62805,62810,62840,62841,62906,62907,62908,62909,62910,62926,62928,63019,63020,63021,63022,63079,63080"
211,38743,62787
212,37705,"62787,62788,62799,62800,62801,62802,62804,62805,62806,62807,62808,62809,62810,62858,62859,62906,62907,62908,62909,62910,62944,62945,62946,62962,62963"
213,36607,"62787,62788"
214,37606,62765
215,36295,"62765,62767"
216,36291,"62764,62765,62766,62767,62807,62808,62809,62810"
217,38065,"62763,62764,62766"
218,38130,"62757,62763,62764,62765,62766,62767,62788,62799,62800,62801,62802,62803,62804,62806"
219,36828,"62757,62763,62765,62766,62767"
220,36602,"62757,62763,62764,62765,62766,62767,62787,62810,62908,62909,62944,62945,62946,62988"
221,37719,"62756,62757,62763,62764,62766,62767,62808,62809,62810,62840,62841,62842,62844"
222,37717,62756
223,36998,62756
224,36300,"62756,62757,62763,62764,62766,62767,62787,62807,62808,62841,62843,62844,62858,62859,62927,62928,62944,62945,62946"
225,37607,"62736,62756,62788,62799,62801,62804,62805,62806,62807"
226,36953,"62735,62736"
227,36290,"62735,62736,62809,62810"
228,37724,"62718,62719,62735,62736,62756,62787,62788,62799,62800,62801,62803,62806,62807,62843,62844,62858,62859"
229,37694,"62718,62719,62757,62763,62764,62765,62766,62767,62787,62788,62799,62800,62801,62802,62803,62804,62805,62806,62808,62809,62810,62840,62841,62842,62843,62844"
230,37244,"62718,62719,62735,62736,62788,62800,62802,62803,62804,62805,62806,62840,62841,62842,62843"
231,36617,"62703,62718,62719"
232,38248,"62702,62703,62718,62719,62735,62736,62756,62757,62763,62764,62765,62766,62767,62787,62788,62799,62800,62801,62802,62803,62804,62805,62806,62807,62808,62809,62810,62840,62841,62842,62843,62844,62858,62859,62906,62907,62908,62909,62910,62926,62927,62928,62944,62945,62946,62962,62963,62964,62965,62966,62967,62968,62974,62975,62976,62977,62978,62979"
233,38242,"62700,62701,62702,62703,62735,62736,62757,62763,62764,62765,62787,62788"
234,37726,"62700,62701,62702,62718,62719,62735,62736,62756,62757,62763,62764,62765,62766,62767"
235,36600,"62700,62701,62702,62703,62787,62788,62799,62800,62801,62802,62803,62804,62805,62806,62807,62809,62810,62840,62842"
236,38610,"62670,62809,62810"
237,38413,"62670,62700,62701,62702,62703,62718,62719,62735,62736,62756,62757,62763,62764,62765,62766,62767,62787,62788,62799,62800,62801,62802,62803,62804,62805,62806,62807,62808,62841,62842,62843,62844,62858,62859,62965,62966,62967,62968,62974,62975,62976,62977"
238,38397,62670
239,38394,"62670,62700,62701,62735"
240,38383,62670
241,36316,"62670,62700,62701,62702,62703,62718,62719,62735,62736,62756"
242,38384,"62661,62670,62700,62701,62702,62703,62718,62719,62735,62736"
243,38256,62661
244,37713,62661
245,36318,62661
246,36315,62661
247,36181,62661
248,37098,62647
249,38738,"62646,62647,62648,62661,62670,62700,62701,62702,62703,62718,62719,62756,62757"
250,38614,"62646,62647,62648,62661,62670"
251,37725,"62646,62647,62648"
252,37226,"62646,62647,62648,62661,62670,62700,62701,62702,62703,62718,62719"
253,36832,"62646,62647,62648,62700,62701,62702,62703"
254,36616,"62646,62647,62648,62661,62670,62700,62701,62702,62703"
255,36842,"62612,62646,62647,62648"
256,38748,"62611,62612"
257,38395,62611
258,37005,"62611,62612"
259,38010,"62603,62611,62612"
260,36604,"62603,62661"
261,38712,"62596,62597,62604,62611,62646,62647,62648"
262,37531,"62595,62596,62603,62611,62612,62646,62647"
263,36618,"62595,62596,62597,62603,62604"
264,37702,"62575,62597"
265,37704,"62574,62575"
266,36177,"62574,62575,62595,62596,62597,62604"
267,38747,"62573,62574,62575,62595,62596,62597,62603,62604,62611,62612,62648"
268,37721,"62573,62574,62575,62595,62596,62597,62612"
269,37709,62573
270,38254,"62572,62603,62604,62646,62648"
271,38109,"62572,62573,62574,62575,62595,62596,62597,62603,62604,62611,62612,62646,62647,62648"
272,37716,"62572,62573,62574,62575,62595,62596"
273,37610,"62572,62573,62574,62575,62595,62596,62597"
274,37487,"62572,62573,62574,62575,62595,62596,62597,62603,62604,62611,62612"
275,37246,62572
276,37001,62572
277,36829,"62572,62573,62604"
278,36827,"62572,62573,62574,62575,62595,62597,62603,62604,62611,62612"
279,36301,"62572,62573,62574,62575,62595,62596,62597,62603,62604"
280,36283,"62572,62573,62574,62603,62604,62611,62612"
