player,id,matches
32,5961,"598812,598813,598814,995455"
33,215152,"573012,573013,566935,914237,914239,1000855,1000881,1000883,1072308"
34,228622,573009
35,211854,"573007,573008"
36,230193,"540176,540177,540178,573007,573008,573009,573011,573012,573013,598812,598813,598815,1000855,1000881,1000883,1000885,1062573,1062574,1062575,1062576,1104284,1104285,1152846,1152847,1152848,1152849,1152850,1183530,1183531,1183532,1183533,1183534,1223869,1223870,1223871,1223872"
37,4531,"518950,518951,518952,518953,540176,540177,540178,573007,573008,573009,573011,573012,573013,598812,598813,598814,598815,566932"
38,219889,"518947,518948,518950,518951,518952,518953,540176,540177,540178,573007,573008,573009,573011,573012,573013,598812,598813,598814,598815,566934,566935,566936,592397,592398,592399,592400,592401,648673,648675,648677,727927,727929,754737,754739,754741,754743,810423,810425,743963,743965,743967,743969,743971,892509,892511,892513,892515,892517,892519,914237,914239,995451,995453,995455,1000851,1000853,1000855,1000881,1000883,1000885,1062573,1062574,1062575,1062576,1104284,1104285,1072305,1072306,1072307,1072308,1072309,1075982,1075983,1075984,1152846,1152847,1152848,1152849,1152850,1183530,1183531,1183532,1183533,1183534,1223871,1223872,1263462,1263463,1263464,1263465,1263466,1288310,1288311,1288312"
39,311592,"518947,518948,518952,540178,573009,573011,573013,598812,598814,566932,566934,566936,727929,754739,754743,810423,810425,743963,743965,743967,743969,743971,892509,892511,892513,995451,995453,995455,1000851,1000853,1000855,1000881,1000883,1000885,1062573,1062574,1072305,1072306,1072307,1072309,1075982,1075983,1075984,1157370,1157371,1144993,1144994,1144995,1144996,1145000,1145001,1152849,1183530,1183531,1183532,1183533,1183534,1223869,1223870,1223871,1223872,1263462,1263463,1263464,1263465,1263466,1288310,1288311,1288312"
40,272465,"518947,518948,518950,518951,540177,573007,573008,598812,598813,598815,566932,566933,648677,892515,892517,892519,914239,1152846,1152848,1183533,1183534"
41,489889,"514030,1062575,1062576,1104284,1104285,1072305,1072306,1072307,1072308,1072309,1075982,1075983,1075984,1075985,1144993,1144994,1144995,1144996,1145000,1145001,1152846,1152847,1152848,1152849,1152850,1183530,1183531,1183532,1183533,1183534,1223869,1223870,1223871,1223872,1263462,1263464,1263465,1263466,1288310,1288311,1288312"
42,6683,"516213,516214,514029,518950,518951,518952,518953,648673,648675,754739,754741,754743,810423,810425,743969,892513,892515,995455,1000851,1062573,1062574,1062575,1062576,1072305,1072306,1072307,1072308,1072309,1075982,1075983,1075984,1075985,1157370,1157371,1144993,1144994,1144995,1144996"
43,272279,"516212,516213,516214,514029,514030,518947,518948,518950,518951,518953,540176,540177,540178,573007,573008,573009,573011,573012,573013,598812,598814,598815,566934,566935,566936,592397,592398,592399,592400,592401,648673,648675,648677,727927,727929,754737,754739,754741,754743,810423,810425,743963,743965,743967,743969,743971,892509,892511,892513,892515,892517,892519,914237,914239,995451,995453,995455,1000851,1000853,1000855,1000881,1000883,1000885,1062573,1062574,1062575,1062576,1104284,1104285,1072305,1072306,1072307,1072308,1072309,1075982,1075983,1075984,1075985,1157370,1157371,1144993,1144994,1144995,1144996,1145000,1145001,1152846,1152847,1152848,1152849,1152850,1183530,1183531,1183532,1183533,1183534,1223869,1223870,1223871,1223872,1263462,1263463,1263464,1263465,1263466,1288310,1288311,1288312"
44,281974,"516212,516213,516214"
45,215155,"428753,516212,516213,514030,518947,518948,566933,566934,566935,892509,892511,892517,892519,914237,914239,995451,995453,1000851,1000853,1000855,1000881,1000883,1000885,1104284,1072305,1072306,1072307,1072308,1072309,1075982,1075983,1075984,1075985,1157370,1157371,1144993,1144994,1144995,1144996,1145000,1145001,1152846,1152847,1152848,1263465,1263466,1288310,1288311,1288312"
46,307495,"428753,540177"
47,5017,"428749,428750,598813,598814"
48,232287,464527
49,267192,"426394,426395,428751,428752,428753,598814,598815,566932,566933,566934,566935,566936,592397,592398,592399,592400,592401,648673,648675,648677,727927,727929,754737,754739,754741,754743,810423,810425,743963,743965,743967,743969,743971,892509,892511,892513,892515,892517,892519,914237,914239,995451,995453,995455,1000851,1000853,1000855,1000881,1000883,1000885,1062573,1062574,1062575,1062576,1104284,1104285,1072305,1072306,1072307,1072308,1072309,1075982,1075983,1075984,1152846,1152847,1152849,1152850,1183530,1183531,1183532,1183533,1183534,1223869,1223870,1223871,1223872,1263462,1263463,1263464,1263465,1263466,1288310,1288311,1288312"
50,7252,"426394,426395,464526,464527,1072305,1072306,1072307,1072308,1072309,1075982,1075983,1075984,1075985,1157370,1157371,1144993,1144994,1144995,1144996,1145000,1145001,1152846,1152847,1152848,1152849,1152850,1183530,1183531,1183532,1183533,1183534,1223869,1223870,1223871,1223872"
51,5779,"423789,423790,428750,428751,428752,516212,516213,514029,518952,518953,540176,540178,566933,566934,566935,566936,592397,592398,592399,592400,592401,648673,648675,648677,754737,754741,754743"
52,6903,406191
53,6480,345972
54,6844,350474
55,6943,"350472,350473,345970,345971,345972,345973,345974,406189,406190,406191,406199,406200,406201,423789,423790,426394,426395,464526,464527,428749,428750"
56,272364,"350472,350473,350474,345970,345971,406200,423789,428751,428752,428753,516212,516213,516214,514029,514030,518947,518948,573011,573012,573013,598812,598813,598814,598815,566932,566933"
57,5941,"350472,350473,350474,345970,345971,345972,345973,345974,406189,426394,426395,464526,464527,428749,428751,428752,428753,518950,518951,518952,518953,540176,540177,540178,573007,573008,573011"
58,6553,"351683,350472,350473,350474"
59,4508,"351683,406190,406191,406199,406200,406201,423789,423790,426394,426395,464526,428750"
60,6235,"345672,351681"
61,7898,"345670,351681,351682,351683,350472,350473,350474,345970,345971,345972,345973,345974,406189,406190,406199,406200,406201,428749,428750,428751,428752,428753,516214,514029,514030,518947,518948,518950,518951,518952,518953,540176,573007,573008,573011,573012,573013,598812,598813,598814,598815,566932,566933,566934,566935,566936,592397,592398,592399,592400,592401,648673,648675,727927,727929,754737,743971,892513,892515,892517,914237,1000851,1157370,1157371,1152846,1152847,1152850"
62,8291,"345669,345670,345671,345672"
63,4825,319141
64,5560,"319139,319140,319141,345669,345670,345671,345672,351679,351680,351681,351682,351683,350472,350473,350474,345970,345971,345973,345974,406189,406190,406191,406199,406200,406201,423789,423790,428749,428750,428751,428752,428753,516212,516213,516214,514029,514030,518947,518948,518950,518951,518952,518953,598814,566932,566933,566934,566935,566936,592397,592398,592399,592400,592401,648673,648675,648677,727927,727929,754737,754739,754741,754743,810423,810425,743963"
65,7388,"291353,566932,566933,566934,566935,566936,592397,592398,592399,592400,592401,648673,648675,648677,727927,727929,754737,754739,754741,754743,743963,743965,743967,743969,743971"
66,6033,"291338,291339,291351,291352,291353,291354,319139,319140,319141,345669,345670,345671,345672,351679,351680,351681,351682,351683,350472,350473,350474,345970,345971,345972,345973,345974,406189,406190,406191,406199,406200,406201,423789,423790,426394,426395,464526,464527,428749,428751,428752,428753,516212,516213,516214,514029,514030,573009,573012,573013,598815,592397,592398,592399,592400,592401,648673,648675,648677,727927,727929,754737,754739,754741,810423,810425,743963,743965,743967,743969,743971,892509,892511"
67,4882,238172
68,4582,"238201,238202,238203,238171,249222,249223,249224,249225,249226,291338,291339,291351,291352,291353,291354,319139,319140,319141,345669,345671,351679,351680,345973,345974"
69,6060,"226372,238172,291338,291339,291351,291352,291353,291354,319139,319140,319141"
70,5674,"226120,226348,226371,226372,226373,319139"
71,5939,"223889,226120,226348,226371,226372,226373,238201,238202,238203,238171,238172,249222,249223,249224,249225,249226,291338,291339,291351,291352,291353,291354,319139,319140,319141,345669,345670,345671,345672,351679,351680,351681,351682,351683,350472,350473,350474,345970,345971,345972,345973,345974,406189,406190,406191,406199,406200,406201,423789,423790,426394,426395,464526,464527,428749,428750,428751,428752,428753,516212,516213,516214,514029,514030,518947,518948,518950,518951,518952,518953,540176,540177,540178,573007,573008,573009,573011,573012,573013"
72,8076,"216994,218383,291353"
73,8180,"64115,221840,223889,345669,345670,345671,345672,351679,345972,345973,345974,406189,406190,406191,406199,406200,406201,423790,426394,426395,464526,464527,428749,428750,428751,428752,428753,516212,516213,516214,514029,514030,540176,540177,540178,573009,573011,573012,598812,598813,598815,566932,566933,566934,566935,566936,592397,592398,592399,592400,592401,648677,754737,754739,754741,754743,810423,810425,743963"
74,5593,"64102,351680,351682,351683,345970,345971,345972,406189,406190,406191,406199,406200,406201,423789,423790,464526,464527"
75,4578,"64099,64100,64101,64102,64107,64108,64113,64114,64115,64128,64129,64130,213856,215010,215686,216994,218383,221840,223889,226120,238171,238172,249222,249223,249224,249225,249226,291338,291339,291351,291352,291353,291354,319140,319141,345669,345670,345671,345672,351679,351680,351681,351682,351683,350472,350473,350474,345970,345971,345972,345973,345974,406189,406190,406191,406199,406200,406201,423789,423790,426394,426395,464526,464527,428749,428750,428751,428752,428753,516212,516213,516214,514029,514030,518947,518948,518950,518951,518952,518953,540176,540177,540178,573007,573008,573009,573011,573012,573013,598812,598813,598814,566932,566933,566934,566935,566936,592397,592398,592399,592400,592401,648673,648675,648677,727927,727929,754737,810423,810425,743963,743965,743967,743969,743971"
76,7702,"64071,64072,226120,226348,226371,226372,226373,238201,238202,238203,249224,249225,249226,291338,291339,291351,291352,291353,291354,319139,319140,319141,351679,351680,351681,351682"
77,4185,"64059,64061,64062,223889,226371"
78,8231,"64049,64060,64061,64073"
79,6321,"64012,64013,64027,64036,64037"
80,6128,"63939,64049,64059,64060,64061,64062,64073,64091,64092,64099,64100,64101,64102,64128,64129,64130,213856,215010,215686,216994,218383,221840,223889,319139,319140,319141,345669,345670,345671,345672,351679,351680,351681,351682,351683,350472,350473,350474,345970,345971,345972,345973,345974,406189,406190,406191,406199,406201,423789,423790,426394,426395,464526,464527,428749,428750"
81,6278,"63866,63867,63875,63876,63877,63907,63908,63936,63937,63938,63939,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64011,64012,64013,64024,64025,64026,64027,64036,64037,64048,64049,64061,64062,213856,215010,215686,216994,218383,221840,223889,226120,226348,226371,226372,226373,238201,238202,238203,238171,238172,249222,249223,249224,249225,249226,291338,291339,291351,291352,291353,291354,319139,319140,319141,345669,345670,345671,345672,351679,351680,351681,351682"
82,6665,"63854,63855"
83,5390,"63854,63855,63856,63865,63866,63867,63875,63876,63877,63907,63908,63909,63910,63911,63919,63920,63921,63936,63937,63938,63939,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64009,64010,64011,64012,64013,64024,64025,64026,64027,64036,64037,64048,64049,64059,64060,64061,64062,64071,64072,64073,64091,64092,64099,64100,64101,64102,64107,64108,64113,64114,64115,64128,64129,64130,213856,215010,215686,216994,218383,221840,223889,226120,226348,226371,226372,226373,238201,238202,238203,238171,238172,249222,249223,249224,249225,249226,291338,291339,291351,291352,291353,291354"
84,6925,63817
85,6607,"63810,63811,63812,63815,63816,63818,63840,63845,63846,63847,63851,63875,63876,63877,63909,63910,63911,63921"
86,6285,"63796,63810,63812,63817,63818,64009,64010,64011,64024,64025,64026,64027,64036,64037,64048,64071,64072,64073,64091,64092,64099,64100,64101,64107,64108,64113,64114"
87,4890,"63796,63840"
88,8241,63795
89,7366,"63794,63795,63796,63812"
90,6441,"63780,63810,63811,63812,63814,63816,63817,63818,63837,63838,63839,63840,63907,63908,63909,63911,63966,64012,64013,64024,64025,64026,64027,64036,64037,64048,64059,64060,64061,64062,64071,64072,64115,221840,226120,226348,226372,226373,238171,238172,291338,291339,319139,319140"
91,4619,"63770,63771"
92,8457,63759
93,4146,"63732,63733,63780,63907,63910,63965,64002,64003,64009,64010,64013,64024,64025,64026,64027,64048,64049,64059,64060"
94,5392,"63730,63731,63742,63743,63744,63754,63756,63757,63758,63815,63837,63838,63839,63845,63908,63909,63910,63911,63919,63920,63921,63936,63937,63938,63939,63940,63953,63954,63955,63964,63978,63979,63980,64001,64009,64010,64011,64012,64013,64024,64025,64026,64027,64036,64037,64048,64059,64060,64062,64071,64072,64073,64091,64092,64099,64100,64101,64102,64107,64108,64113,64114,64115,64128,64129,64130,213856,215010,215686,238171,238172"
95,6126,"63729,63730,63754,63755,63759,63769,63770,63771,63778,63780,63794,63795,63796,63814,63856,63865,63920,64071,64072,64073,64091,64092,64099,64100,64101,64102,64107,64108,64113,64114,64128,64129,64130,215010,216994,238201,238202,238203"
96,5130,"63729,63730,63742,63743,63744,63754,63755,63756,63757,63758,63759,63769,63770,63771,63778,63779,63780,63837,63838,63839,64091"
97,5681,"63721,64024,64025,64049,291351,291352,291354"
98,7133,"63706,63707,63708,63721,63729,63730,63757,63758,63759,63769,63770,63771,63778,63779,63780,63794,63795,63796,63811,63814,63815,63816,63839,63840,63845,63846,63847,63851,63854,63855,63856,63865,63866,63867,63907,63908,63909,63910,63911,63919,63920,63921,63936,63937,63938,63939,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64009,64010,64011,64012,64013,64024,64025,64026,64036,64037,64048,64049,64059,64060,64061,64062,64071,64072,64073,64092,64102,64107,64108,64113,64114,64115,64128,64129,64130,213856,215010,215686,216994,218383,221840,223889,226120,226348,226371,226372,226373,238201,238202,238203,238171,238172,249222,249223,249224,249225,249226,291338,291339,291351,291352,291353,291354,319139,319140,319141,345669,345670,345671,345672,351679,351680,351681,351682,351683,350472,350473,350474,345970,345971,345972,345973,345974,406189,406190,406191,406199,406200,406201,423789,423790,426394,426395,464526,464527,428749,428750,428751,428752,516212,516214,514029,514030,518947,518948,518950,518951,518952,518953,540176,540177,540178,573007,573008,573009"
99,6274,63706
100,6573,"63666,63721"
101,4161,"63666,63667,63680,63681,63682,63683,63697,63698,63699,63730,63731,63732,63733,63742,63743,63744,63754,63755,63756,63757,63758,63759,63769,63770,63771,63778,63779,63780,63794,63795,63796,63837,63838,63840,63845,63846,63847,63851,63854,63855,63856,63865,63866,63867,63875,63876"
102,5139,63656
103,5239,"63655,63664,63665,63666,63810,63811,63814,63815,63816,63817,63846,63847,63851,63854,63855,63856,63865,63866,63867,63919"
104,4144,"63654,63655,63656,63663,63664,63665,63721,63729,63730,63732,63733,63742,63743,63744,63754,63755,63756,63779"
105,5616,"63642,63731,63732,63733,63742,63743,63744,63877,63907,63908,63909,63910,63911,63919,63920,63921,63936,63937,63938,63939,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64009,64010,64011,64012,64013,64024,64025,64026,64027,64036,64037,64048,64049,64059,64060,64061,64062,64071,64072,64073,64091,64092,64099,64100,64101,64102,64107,64108,64113,64114,64115,64128,64129,64130,213856,215010,215686,216994,218383,221840,223889,226120,226348,226371,226372,226373,238201,238202,238203,238171,238172,249222,249223,249224,249225,249226,291338,291339,291351,291352,291354,345669,345670,345671,345672,351679,351680,351681,351682,351683"
106,6565,"63621,63623,63629,63643,63644,63654,63656,63663,63667,63680,63681,63682,63683,63697,63698,63699,63706,63707,63708,63721,63729,63730,63731,63732,63733,63742,63743,63744,63754,63755,63756,63757,63758,63759,63769,63778,63779,63810,63811,63812,63814,63815,63816,63817,63818,63837,63838,63839,63840,63845,63846,63847,63851,63854,63855,63856,63865,63866,63867,63875,63876,63877,63907,63908,63909,63910,63911,63919,63920,63921,63936,63937,63938,63939,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64009,64010,64011,64012,64026,64027,64036,64037,64091,64092,64099,64100,64101,64102,64107,64108,64113,64114,64115,64128,64129,64130,213856,215686,218383,221840,223889,226120,226348,226371,226372,226373,249222,249223,249224,249225,249226"
107,7629,"63609,63610,63611,63612,63613,63614,63621,63622,63623,63628,63629,63630,63642,63643,63644,63654,63655,63656,63663,63664,63665,63666,63667,63680,63681,63682,63683,63697,63698,63699,63706,63707,63708,63721,63794,63795,63796,63810,63811,63812,63814,63815,63816,63817,63818,63837,63838,63839,63840,63845,63846,63847,63851,63854,63855,63856,63865,63866,63867,63875,63876,63877,63907,63908,63909,63910,63911,63919,63920,63921,63936,63937,63938,63939"
108,6056,"63609,63611,63680,63681,63682,63683,63706"
109,3975,"63594,63654,63655,63667"
110,6256,"63593,63594,63601,63602,63603,63656,63731,63732,63810,63811,63812,63814,63815,63816,63817,63818,63837,63838,63839,63840,63845,63846,63847,63851,63854,63855,63856,63865,63866,63867,63875,63876,63877,63907,63908,63909,63910,63911,63919,63920,63921,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64009,64010,64011,64012,64013,64024,64025,64026,64027,64036,64037,64048,64049,64059,64060,64061,64062,64071,64072,64073,64091,64092,64099,64100,64101,64102,64107,64108,64113,64114,64115,64128,64129,64130,213856,215010,215686,216994,218383,221840,226348,226371,226373,238201,238202,238203,249222,249223,249224,249225,249226"
111,6513,"63590,63591,63592,63594,63603,63628,63629,63875,63876,63877,63909,63936,63937,63938,63939,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64009,64010,64011,64012,64013,64048,64049,64059,64060,64061,64062,64071,64072,64073,64091,64092,64099,64100,64101,64102,64107,64108,64113,64114,64115,64128,64129,64130,213856,215010,215686,216994,218383,238201,238202,238203,238171,249222,249223"
112,7326,"63567,63601,63602,63603,63612,63613,63614,63621,63622,63628,63630,63644,63680,63681,63682,63683,63697,63698,63699,63707,63708,63721,63729,63731,63733,63755,63756,63757,63758,63769,63770,63771,63778,63779,63794"
113,7116,63567
114,8166,"63565,63566,63580,63582,63591,63592,63593,63594,63601,63602,63603,63609,63610,63611,63612,63613,63614,63621,63622,63623,63628,63629,63630,63642,63643,63644,63654,63655,63656,63663,63664,63665,63666,63667,63680,63681,63682,63683,63697,63698,63699,63706,63707,63708,63729,63730,63731,63732,63733,63742,63743,63744,63754,63755,63756,63757,63758,63759,63769,63770,63771,63778,63779,63780,63794,63795,63796,63818,63837,63838,63839,63845,63846,63847,63851,63854,63855,63856,63865,63866,63867,63875,63876,63877,63919,63920,63921,63936,63937,63938,63939,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64009,64010,64011,64071,64072,64073,64091,64092,64099,64100,64101,64107,64108,64113,64114,64115,64128,64129,64130,213856,215010,215686,216994,218383,221840,223889,226120,226348,226371,226372,226373,238201,238202,238203,238171,238172,249222,249223,249224,249225,249226"
115,8189,"63546,63547,63552,63553,63554,63555,63556,63563,63564,63565,63566,63580,63581,63582,63590,63591,63592,63593,63594,63601,63602,63609,63610,63611,63612,63613,63614,63621,63622,63623,63628,63629,63630,63642,63643,63644,63654,63655,63656,63663,63664,63665,63666,63667,63680,63681,63682,63683,63697,63698,63699,63706,63707,63708,63721,63729,63730,63731,63732,63733,63742,63743,63744,63754,63755,63756,63757,63758,63759,63769,63770,63771,63778,63779,63780,63794,63795,63796,63810,63811,63812,63814,63815,63816,63817,63818,63837,63838,63839,63840,63845,63846,63847,63851,63854,63855,63856,63865,63866,63867,63875,63876,63877,63907,63908,63909,63910,63911,63919,63920,63921,63936,63937,63938,63939,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003"
116,6628,"63517,63518,63519,63522,63567,63580,63581,63582"
117,4523,"63507,63519,63521,63530"
118,7924,"63499,63500,63507,63508,63509,63510,63511,63512,63517,63518,63519,63520,63521,63522,63530,63543,63544,63545,63546,63547,63552,63553,63554,63555,63556,63563,63564,63565,63566,63567,63580,63581,63582,63590,63591,63592,63593,63601,63602,63603,63609,63610,63611,63612,63613,63614,63621,63622,63623,63628,63629,63630,63643,63644,63654,63655,63656,63663,63664,63665,63666,63667,63680,63681,63682,63683,63697,63698,63699,63706,63707,63708,63721,63729,63730,63731,63732,63733,63742,63743,63744,63754,63755,63756,63757,63758,63759,63769,63770,63771,63778,63779,63780,63794,63795,63796,63810,63811,63812,63814,63815,63816,63817,63818"
119,5688,"63499,63500,63508,63509,63510,63511,63512"
120,5628,"63490,63491,63492,63496,63497,63498,63499,63500,63507,63508,63509,63510,63511,63512,63517,63518,63519,63520,63521,63522,63530,63543,63544,63545,63546,63547,63552,63553,63554,63555,63556,63563,63564,63565,63566,63567,63580,63581,63582,63590,63591,63592,63593,63594,63601,63602,63603,63609,63610,63611,63612,63613,63614,63621,63622,63623,63628,63629,63630,63642,63643,63644,63654,63655,63663,63664,63665,63666,63667,63680,63681,63682,63683,63697,63698,63699,63706,63707,63708,63721,63729,63730,63731,63732,63733,63742,63743,63744,63754,63755,63756,63757,63758,63759,63769,63770,63771,63778,63779,63780,63794,63795,63796,63810,63811,63812,63814,63815,63816,63817,63818,63837,63838,63839,63840,63845,63846,63847,63851"
121,4964,"63475,63476,63480,63490,63491,63492,63496,63497,63581,63582"
122,6534,"63474,63490,63491,63492,63496,63497,63500,63593,63610,63611,63612,63613,63614,63622,63623,63628,63629,63630,63642,63654,63656,63663,63664,63665"
123,8105,"63473,63474,63475,63476,63480,63496,63497,63522"
124,7926,"63448,63476,63480,63490,63492,63498,63499,63521,63522,63530,63556,63563,63564"
125,4996,"63446,63473,63474,63475,63476,63480"
126,6523,"63444,63445,63496"
127,8468,"63421,63422,63423,63438,63439,63440,63444,63445,63447,63448"
128,4923,63421
129,8192,"63419,63420,63421,63422,63423,63438,63439,63440,63444,63445,63446,63447,63448,63473,63474,63475,63476,63480,63490,63491,63492,63496,63497,63498,63499,63500,63507,63508,63509,63510,63511,63512,63517,63518,63519,63520,63521,63522,63530,63543,63544,63545,63554,63555,63590,63591,63592,63593,63594,63601,63602,63603,63609,63610,63611,63612,63613,63614,63621,63622,63623,63630,63642,63643,63644,63654,63655,63663,63664,63665,63666,63667,63680,63681,63682,63683,63697,63698,63699,63707,63708,63721,63729,63731,63732,63733,63742,63743,63744,63754,63755,63756,63757,63758,63759,63769,63770,63771,63778,63779,63780,63794,63795,63810,63811,63812,63814,63815,63816,63817,63818,63837,63838,63839,63840,63845,63846,63847,63851,63854,63855,63856,63865,63866,63867,63875,63876,63877,63907,63908,63910,63911,63919,63920,63921,63936,63937,63938,63940,63953,63954,63955,63964,63965,63966,63978,63979,63980,64001,64002,64003,64009,64010,64011,64012,64013,64024,64025,64026,64027,64036,64037,64048,64049,64059,64060,64061,64062"
130,7319,"63418,63419,63420,63421,63422,63423,63438,63440,63444,63445,63446,63447,63448,63473,63474,63490,63491,63492,63543,63544,63545,63546,63554,63555,63564,63565,63590"
131,6499,"63418,63419,63420,63421,63422,63423,63438,63439,63440,63444,63445,63446,63447,63448,63473,63474,63475,63476,63480,63490,63491,63492,63496,63497,63498,63499,63500,63507,63508,63509,63510,63511,63512,63520,63521,63530,63543,63544,63545,63546,63547,63552,63553,63554,63555,63556,63563,63564,63565,63566"
132,5726,"63418,63444,63446,63447,63448,63473,63480,63497,63498,63499,63500,63507,63508,63509,63510,63511,63512,63517,63518,63519,63520,63521,63522,63543,63544,63546,63547,63552,63553,63554,63555,63556,63563,63564,63565,63566,63567,63590,63591,63592,63593,63594,63601,63602,63603,63609,63610,63611,63612,63613,63614,63642,63643"
133,6145,"63416,63417"
134,5385,"63408,63415,63416,63417,63419,63420,63422,63439,63440"
135,6995,"63403,63404,63405,63406,63407,63416"
136,6551,"63386,63387,63403,63404,63405,63406,63407,63408,63415,63417,63418,63419,63421,63423,63438,63439,63447,63473,63474,63475,63476,63480,63496,63498,63546,63547,63552,63553,63554,63555,63556,63563,63564,63565,63566,63567,63580,63581,63582,63590,63591,63592,63593,63594,63601,63602,63603,63609,63610,63621,63622,63623,63628,63629,63630,63642,63643,63644,63655,63656,63663,63664,63665,63666,63667,63697,63698,63699,63706,63707,63708"
137,4127,"63386,63387,63408"
138,5692,"63384,63385,63387,63404,63405,63406,63407,63415,63416,63417,63420"
139,4169,"63384,63385,63387,63403,63404,63405,63406,63415,63416,63417,63418,63419,63420,63421,63422,63423,63438,63439,63440,63444,63445,63446,63447,63473,63474,63475,63476,63480,63490,63491,63492,63496,63497,63498,63499,63500,63507,63508,63509,63510,63511,63512,63517,63518,63519,63520,63521,63530,63543,63544,63545,63546,63547,63552,63553,63554,63555,63556,63563,63564,63565,63566,63567,63580,63581,63582,63590,63591,63592,63593,63594,63601,63602,63603,63609,63610,63611,63612,63613,63614,63621,63622,63623,63628,63629,63630,63642,63643,63644,63654,63655,63656,63663,63664,63665,63666,63667,63680,63681,63682,63683,63697,63698,63699,63706,63707,63708"
140,6044,"63368,63370,63438,63439,63440,63444,63445,63446,63447,63448,63473,63474,63475,63476,63480,63490,63491,63492,63498,63499,63500,63507,63508,63509,63510,63511,63512,63517,63518,63519,63520,63521,63522,63530,63543,63544,63545,63546,63547,63552,63553,63554,63555,63556,63563,63564,63565,63566,63567,63580,63581,63582"
141,7656,"63367,63369,63371"
142,6525,"63359,63360,63371,63386,63406,63415,63416,63417,63418,63419,63420,63421,63422,63423,63438,63439,63440,63444,63445,63446,63447,63543,63544,63545,63546,63547,63552,63553,63580,63581,63582,63590,63592"
143,6460,"63359,63370,63371"
144,7115,"63356,63357,63358,63359,63360,63367,63368,63369,63370,63371,63383,63384,63403,63404,63405,63406,63407,63408,63415,63416,63417,63418,63419,63420,63421,63422,63423"
145,8256,"63342,63370"
