player,id,matches
0,784367,1288346
1,1028665,"1255829,1288345,1288346"
2,1028655,"1252073,1252074,1255828,1255829,1288345,1288346"
3,629084,"1243016,1255829,1288345,1288346"
4,786925,"1237357,1243015,1243016"
5,629075,1237357
6,784379,"1237356,1237357,1243015,1255828"
7,366725,"1144164,1144165,1206635,1206636,1212541,1212542,1243016,1252073,1252074,1255828,1255829,1288345,1288346"
8,848109,"1144164,1144165,1192873,1192874,1206636,1212541,1212542,1243015,1243016,1252073,1252074,1288345,1288346"
9,623695,1145001
10,50802,"1135150,1135151"
11,499594,"1135150,1135151,1153838,1145001,1144164,1144165,1206635,1212541,1237356"
12,574178,"1130745,1135150,1142582,1140385,1140386,1192873"
13,237310,"1122725,1130744,1130745,1135149,1135150,1135151,1142581,1142582,1140386,1140387,1153839,1145000"
14,629076,"1120285,1122723,1122724,1122725"
15,268845,"1120285,1122723,1122724,1122725,1135149"
16,50205,"1109603,1109604,1140386,1140387"
17,345821,"1109602,1130745,1135151,1142581,1142582,1140387,1153838,1153839"
18,784375,"1059702,1059703,936149,936151,1083444,1104483,1109602,1109604,1130744,1135149,1135150,1135151,1153838,1153839,1145000,1192873,1192874,1206635,1206636,1212541,1212542,1237356,1255828"
19,360456,"1059702,1059703,1083444,1083445,1104483,1109602"
20,465783,"995453,1109604,1145001,1144164,1144165,1206635,1206636,1212542,1237356,1237357,1252073,1252074,1255828,1255829"
21,429738,"995451,995453,995455,1083444,1083445,1109604,1120284,1122725,1130744,1142581,1140387"
22,465793,"995451,995453,995455,1059702,1059703,936147,936149,936151,1083445,1109603,1122725,1130744,1130745,1135150,1135151,1142581,1142582,1140385,1140386,1140387,1153838,1145000,1145001,1144164,1144165,1192873,1192874,1206635,1206636,1212541,1212542,1237356,1252073,1252074,1255828,1255829,1288345,1288346"
23,437316,"913613,1122723,1122724,1237356,1237357,1243015"
24,345822,"914203,914205"
25,629074,"915775,914203,914205,913613,913615,913617,995451,995453,995455,1059702,1059703,936147,936149,936151,1083444,1083445,1104483,1109602,1109603,1109604,1120284,1120285,1130744,1130745,1135149,1135150,1135151,1142581,1142582,1140385,1140386,1140387,1153838,1153839,1145000,1145001,1144164,1144165,1192873,1192874,1206635,1206636,1212541,1212542,1237356,1237357,1243015"
26,222354,"915773,915775,914203,914205,913615"
27,300631,"895777,915773,915775,913617,995451,995453,995455,1059702,1059703,936147,1135149,1135150,1135151,1145001,1144164,1144165,1192873,1192874,1237356,1237357,1243015,1243016"
28,552152,"860265,895775,914203,914205,913613,936147,1153839,1145000,1237357,1252073,1252074,1288345"
29,465797,"749777,860265,860267,895773,895775,895777,915773"
30,429754,"730091,745153,745155,749777,1083444,1083445,1104483,1109602,1109603,1109604,1120284,1120285,1122723,1122724,1122725,1130744,1130745,1135149,1135150,1135151,1142581,1142582,1140385,1140386,1140387,1153838,1153839,1145000,1145001,1144164,1144165,1192873,1192874,1206635,1206636,1212541,1212542,1237356,1237357,1243015,1243016,1252073,1252074,1255828,1255829"
31,49920,"657651,690347,690349,730089,730091,745153,745155,860263,915775,995451,995453,995455,1059702,1059703,1083444,1083445,1104483,1109602,1109603,1109604,1120284,1120285,1122723,1122724,1122725,1130744,1130745,1135149,1135151,1142581,1142582,1140385,1140386,1140387,1153838,1153839,1145000,1145001,1192874,1206635,1206636,1243015,1243016"
32,273439,657647
33,342616,"602472,602473,690347,690349,730091,745153,860263,860265,914203,914205"
34,227772,"582192,573011,573012,573013,602472,602473,657647,657649,657651,690347,690349,667899,667901,749777,749779,860263,860265,860267,895773,895775,895777,915773,915775,914203,914205,913613,913615,913617,995451,995453,995455,1059702,1059703,936147,936149,936151,1083444,1083445,1104483,1109602,1109603,1109604,1120284,1120285,1122723,1122724,1122725,1130744,1130745,1142581,1142582,1140385,1140386,1140387,1153838,1153839,1145000,1145001,1144164,1144165,1192873,1192874,1206635,1206636,1212541,1212542,1237356,1237357,1252073,1252074,1255828,1255829,1288345,1288346"
35,300628,"514033,514034,521225,562446,573013,602472,602473,657647,657649,657651,690347,690349,667901,730089,749779,860263,860265,860267,895773,895775,895777,915773,915775,914203,914205,913613,913615,913617,995451,995453,995455,936147,936149,936151,1083444,1083445,1104483,1109603,1109604,1120284,1120285,1122723,1122724,1122725,1130744,1130745,1135149,1135150,1140385,1153838,1153839,1145000,1145001,1206635,1206636,1212541,1212542,1237356,1243015,1243016,1252073,1252074,1288345,1288346"
36,49477,530426
