match,players
667899,"227772,50482,324358,267414,301236,49764,49535,50710,49236,49178,49289"
667901,"227772,300628,50482,324358,267414,301236,49764,50163,50710,49178,49289"
749779,"227772,300628,50482,324358,301236,49619,49764,50163,50710,49236,49178"
514033,"300628,233514,49764,50181,51019,50424,50710,48835,48472,49178,49289"
514034,"300628,301236,233514,49764,50163,51019,50424,50710,48472,49178,49289"
521225,"300628,301236,49619,50438,51019,50424,50710,49236,48472,49178,49289"
562446,"300628,233514,49764,50181,49535,50424,50710,49236,48835,49178,49289"
530426,"49477,50482,50438,49764,50181,50163,51019,50710,48472,49178,49289"
530425,"50482,301236,49619,49764,50181,50163,51019,50710,48472,49178,49289"
514032,"50482,233514,49764,50181,51019,50424,50710,48835,48472,49178,49289"
530424,"324358,301236,49619,49764,50181,51019,50710,49236,48472,49178,49289"
562444,"324358,50438,49764,50181,49535,50424,50710,49236,48472,49178,49289"
562445,"324358,50438,49764,50181,49535,50424,50710,49236,48472,49178,49289"
516214,"267414,301236,49619,49764,50181,51019,50710,49236,48472,49178,49289"
582193,"267414,50438,49764,50181,49535,50424,50710,49236,48472,49178,49289"
516213,"268740,49619,50438,49764,50181,51019,50424,50710,49236,48472,49289"
474465,"301236,233514,49619,50181,51019,50424,50710,49236,48835,49178,49289"
521226,"301236,49619,50438,49764,50163,50424,50710,49236,48472,49178,49289"
474463,"233514,49619,50181,268739,49638,50424,50710,49236,48472,49178,49289"
464988,"49619,49764,50181,268739,49535,50424,50710,49236,48472,49178,49289"
464989,"49619,49764,50181,268739,50424,50710,49236,48835,48472,49178,49289"
474464,"49619,50181,51019,49638,50424,50710,49236,48835,48472,49178,49289"
516212,"49619,50438,49764,50181,51019,50424,50710,49236,48472,49178,49289"
456670,"50438,49764,50181,50163,268739,50424,50710,49236,48835,48472,49289"
456671,"50438,49764,50181,268739,51019,49758,50424,50710,49236,48472,49289"
464987,"50438,49764,50181,50163,268739,49677,50424,50710,49236,48472,49289"
403367,"49764,50181,268739,50874,49535,49677,50424,50710,48472,49178,49289"
403368,"49764,50181,268739,50874,49535,49677,50424,50710,48472,49178,49289"
403369,"49764,50181,50874,49535,49677,50424,50710,48472,49178,49289,50804"
403378,"49764,50181,268739,49535,49677,50424,50710,49236,48472,49289,49636"
430881,"49764,50181,50163,51019,50424,50710,49236,48472,49178,49289,49636"
430882,"49764,50181,268739,51019,50424,50710,49236,48472,49178,49289,49636"
430883,"49764,50181,51019,49535,50424,50710,49236,48472,49178,49289,49636"
456669,"49764,50181,51019,49758,50424,50710,49236,48472,49178,49289,49636"
388993,"50181,268739,50874,50424,50710,49236,48835,48472,49289,50804,49636"
388994,"50181,268739,50874,49677,50424,50710,49236,48835,48472,49289,49636"
403379,"50181,50163,209457,49677,50424,50710,49236,48472,49178,49289,49636"
343731,"50163,268739,50874,50809,50424,50710,49236,48472,49289,50804,49636"
378750,"50163,50874,50809,50424,50710,49236,48472,49178,49289,50804,49636"
343729,"268739,50874,49535,50809,50424,50710,49236,48472,49289,50804,49636"
343730,"268739,50874,49535,50809,50424,50710,49236,48472,49289,50804,49636"
378751,"268739,50874,209457,50424,50710,49236,48835,48472,49289,50804,49636"
319133,"48139,50874,50431,49677,50809,50424,50710,48472,49289,50804,49636"
291224,"51019,50431,50747,49758,50809,50710,49236,48472,49289,50804,49636"
293478,"50874,50431,49758,50809,50710,49236,48835,48472,49289,50804,49636"
293479,"50874,50431,49758,50809,50710,49236,48835,48472,49289,50804,49636"
319132,"50874,49677,50809,50424,50710,49236,48472,49178,49289,50804,49636"
251485,"50431,209457,50747,49758,49638,50710,49236,49289,50804,49636,49209"
251486,"50431,209457,50747,49758,49638,50710,49236,49289,50804,49636,49209"
293480,"50431,50747,49758,49638,48492,50809,50710,49236,48472,49289,49636"
291338,"50431,49638,50809,50424,49236,48835,49289,50804,49636,49209,48124"
291339,"50431,49758,49638,50809,50710,49236,48835,49289,49636,49209,48124"
291222,"50431,49758,49633,50809,50710,49236,48835,49289,50804,49636,49209"
291223,"50431,50747,49758,49633,50809,50710,49236,48835,49289,50804,49636"
225264,"209457,50747,49535,49638,49633,50424,50710,48472,49289,50804,49636"
225266,"209457,50747,49758,49638,50809,50710,48472,49289,50804,49636,49209"
249193,"209457,50747,49758,49638,50710,49236,48835,48472,49289,49636,49209"
249194,"209457,50747,49758,49638,50710,49236,48472,49289,50804,49636,49209"
226363,"50747,49758,49638,49633,50424,50710,48472,48284,49289,49636,48124"
238167,"50747,49758,49638,50809,50424,50710,48835,48472,48284,49289,49636"
238168,"50747,49758,49638,50809,50424,50710,48835,48472,48284,49289,49636"
238216,"50747,49758,49638,50424,50710,48835,48472,48284,49289,49636,49209"
238217,"50747,49535,49758,49638,50424,50710,48472,48284,49289,49636,49209"
225265,"50747,49535,49758,49638,50809,50424,50710,48472,49289,50804,49636"
213347,"50345,49758,50424,50710,48472,49178,49289,50804,49636,49209,48124"
214009,"50345,49758,50424,50710,48472,49178,49289,50804,49636,49209,48124"
64134,"49354,49758,49638,50424,50710,48472,48369,49289,50804,49209,48124"
64133,"49535,49758,50424,50710,48472,49178,48369,49289,50804,49209,48124"
64091,"49758,50424,50710,48472,48369,49289,48122,51050,50804,49209,48124"
64092,"49758,50424,50710,48472,48369,49289,51050,50804,49361,49209,48124"
64098,"49758,50424,50710,48472,49178,48369,49289,50804,49361,49209,48124"
64105,"49758,49633,50424,50710,48835,49178,49289,50804,49361,49209,48124"
218813,"49758,50424,50710,48835,48472,49178,49289,50804,49636,49209,48124"
219612,"49758,50424,50710,48835,48472,49178,49289,50804,49636,49209,48124"
64084,"49638,50424,50710,49236,48472,49289,51050,50804,49636,49209,48124"
64085,"49638,50424,50710,49236,48472,49289,51050,50804,49636,49209,48124"
64097,"49638,50424,50710,48472,48369,49289,50804,49636,49361,49209,48124"
64106,"49638,49633,50424,50710,48835,49178,49289,50804,49361,49209,48124"
64056,"48821,50424,50710,48369,49289,50804,48469,49636,49209,48124,50744"
64057,"48821,50424,50710,48472,49289,50804,48469,49636,49209,48124,50744"
64035,"49677,49769,50710,49289,50804,48469,49636,49361,49209,48124,50744"
64030,"49769,49557,50710,49289,50804,48469,49636,49361,49209,48124,50744"
64031,"49769,49557,50710,49289,50804,48469,49636,49361,49209,48124,50744"
64034,"49769,49557,50424,50710,49289,50804,49636,49361,49209,48124,50744"
64072,"49557,50710,48472,49010,49289,51050,50804,49636,49209,48124,50744"
64014,"48967,50710,48835,49870,49289,48122,50804,49636,49209,48124,50744"
64015,"48967,49633,49598,50710,48835,49289,48122,50804,49636,48124,50744"
63996,"49767,49633,49598,48492,48844,50809,50424,49236,48369,49209,50744"
226361,"49633,50424,50710,48835,48472,49010,48284,49289,50804,49636,48124"
226362,"49633,50424,50710,48835,48472,49010,48284,49289,50804,49636,48124"
63995,"48492,48844,50710,49236,48835,49289,48122,49636,49209,48124,48462"
63958,"48844,50424,50710,48298,49289,48122,50804,49636,49209,48124,50744"
63969,"48844,50424,50710,49289,48122,51050,50804,49636,49209,48124,50744"
63970,"48844,50424,50710,49289,48122,51050,50804,49636,49209,48124,50744"
63971,"48844,50424,50710,48369,49289,48122,50804,49636,49209,48124,50744"
63948,"48844,50424,50710,49289,48122,51050,50804,49636,49209,48124,50744"
63990,"48844,50710,49870,49289,48122,51050,50804,49209,48124,50744,48462"
63991,"48844,50710,49289,48122,51050,50804,49636,49209,48124,50744,48462"
63947,"50809,50424,50710,49870,49289,50804,49863,49636,49209,48124,50744"
63945,"50424,50710,48835,49289,48122,50804,49636,49554,49209,48124,50744"
63959,"50424,50710,48298,49289,48122,51050,50804,49636,49209,48124,50744"
63960,"50424,50710,48298,49289,48122,51050,50804,49636,49209,48124,50744"
64058,"50424,50710,48835,48472,48369,49289,50804,49636,49209,48124,50744"
64071,"50424,50710,48472,48369,49289,50804,48469,49636,49209,48124,50744"
64073,"50424,50710,48472,49178,49289,51050,50804,49636,49209,48124,50744"
63918,"49128,50710,48835,48472,49289,48122,50804,49636,49209,48124,48462"
63893,"50710,48369,49289,48122,51050,50804,48469,49636,49209,48124,50244"
63894,"50710,48369,49289,48122,51050,50804,48469,49636,49209,48124,50244"
63895,"50710,48369,49870,49289,48122,50804,49636,49209,48124,48462,50244"
63913,"50710,48835,48472,49289,48122,51050,50804,49636,49361,49209,48124"
63914,"50710,48835,48472,49010,49289,48122,51050,50804,49636,49209,48124"
63915,"50710,48835,49870,49289,48122,51050,49361,50848,49209,48124,48462"
63916,"50710,48835,48472,49289,48122,50804,48469,49636,49209,48124,48462"
63917,"50710,48472,49289,48122,51050,50804,48469,49636,49209,48124,48462"
63943,"50710,48835,49870,49854,49289,48122,50804,49636,49209,48124,50744"
63944,"50710,48835,49870,49854,49289,48122,50804,49636,49209,48124,50744"
63992,"50710,48835,50791,49289,48122,50804,49636,49209,48124,50744,48462"
63887,"49236,49289,48122,51050,50804,48469,49636,49209,48124,48462,50244"
63885,"48835,49289,48122,51050,50804,49636,49361,49209,48124,48462,50244"
63857,"48993,48472,48449,49289,48122,50804,49636,49361,50848,49209,48124"
63858,"48472,48449,49289,48122,51050,50804,49636,49361,50848,49209,48124"
63859,"48472,48449,49289,48122,50804,49863,49636,49361,50848,49209,48124"
63873,"48472,49289,48122,50804,49863,49636,49361,50848,49209,48124,48462"
