match,players
456669,"310958,32130,236779,28081,28763,36084,35263,29264,30750,28114,35320"
441825,"279810,26806,237095,31107,236779,28081,28763,35263,30102,29264,35320"
441826,"26806,237095,31107,236779,28081,28763,35263,30102,29264,30750,35320"
430882,"32130,34274,28081,28763,36084,35263,30102,29264,30750,28114,35320"
430883,"32130,237095,34274,28081,36084,35263,30102,29264,30750,28114,35320"
434257,"32130,237095,236779,28081,28763,36084,35263,30102,29264,28114,35320"
345672,"237095,31107,236779,28081,35263,30102,29264,30750,28779,28114,35320"
345670,"31107,236779,28081,28763,35263,30102,29264,30750,28779,28114,35320"
345671,"31107,236779,28081,28763,35263,30102,30750,28779,28114,30176,35320"
361050,"31107,236779,28081,28763,36084,35263,30102,29264,30750,28114,35320"
361051,"31107,236779,28081,28763,36084,35263,30102,29264,30750,28114,35320"
430881,"31107,236779,28081,28763,36084,35263,30102,29264,30750,28114,35320"
434256,"31107,236779,34274,30045,28763,36084,35263,30102,30750,28114,35320"
282692,"236779,32391,35280,28081,30045,30102,29646,28779,28114,30176,35320"
297808,"236779,30045,28763,32685,36084,29646,29264,30750,28779,28114,30176"
291352,"236779,35280,28081,36084,29646,29264,30750,28779,28114,30176,35320"
291353,"236779,35280,28081,32685,35263,29646,30750,28779,28114,30176,35320"
291354,"236779,35280,28081,32685,35263,29264,30750,28779,28114,30176,35320"
332913,"236779,32966,34274,28081,36084,35263,29646,29264,30750,28779,28114"
343729,"236779,30045,28763,35263,30102,29264,30750,28779,28114,30176,35320"
343730,"236779,30045,28763,35263,30102,29264,30750,28779,28114,30176,35320"
343731,"236779,28763,32242,35263,30102,29264,30750,28779,28114,30176,35320"
345669,"236779,28081,28763,35263,30102,29264,30750,28779,28114,30176,35320"
366628,"236779,32965,28081,28763,36084,35263,30102,29264,30750,28114,35320"
386496,"236779,32965,30045,28763,36084,35263,30102,29264,30750,28114,35320"
366629,"236779,32965,28081,28763,36084,35263,30102,29264,30750,28114,35320"
282691,"32391,35281,35280,28081,30045,30102,29646,28779,28114,30176,35320"
239920,"35281,32965,34274,28081,36084,35263,29990,29646,30750,28114,30176"
239921,"35281,32965,28081,32685,36084,35263,29990,29646,30750,28114,30176"
249215,"35281,34274,28081,35263,30102,29646,30750,28779,28114,30176,35320"
249216,"35281,34274,28081,35263,30102,29646,30750,28779,28114,30176,35320"
238186,"32965,32966,28081,32685,36084,35263,29646,29264,28114,30176,35320"
238187,"32965,34274,28081,32685,36084,35263,29646,29264,28114,30176,35320"
239922,"32965,34274,28081,36084,35263,29990,29646,29264,30750,28114,30176"
239923,"32965,34274,28081,36084,35263,29990,29646,29264,30750,28114,30176"
249217,"32965,34274,30045,35263,30102,29646,30750,28779,28114,30176,35320"
297806,"32965,28081,30045,30102,29646,29264,30750,28779,28114,30176,35320"
297807,"32965,28081,30045,30102,29646,29264,30750,28779,28114,30176,35320"
239025,"34274,28081,32685,35263,29990,29646,29264,30750,28114,30176,35320"
258468,"34274,35280,28081,30045,30102,29646,30750,28779,28114,30176,35320"
258469,"34274,35280,28081,30045,30102,29646,30750,28779,28114,30176,35320"
258470,"34274,35280,28081,30045,30102,29646,30750,28779,28114,30176,35320"
332911,"34274,35280,28081,35263,29646,29264,30750,28779,28114,30176,35320"
332912,"34274,35280,28081,32685,35263,29646,29264,30750,28779,28114,30176"
233797,"35280,28081,32685,36084,35263,30102,29264,30750,28114,30176,35320"
234783,"35280,28081,32685,36084,35263,30102,30750,28779,28114,30176,35320"
291351,"35280,28081,36084,30102,29646,29264,30750,28779,28114,30176,35320"
226361,"28081,28763,32685,35263,26184,29264,30750,28779,28114,30176,35320"
226362,"28081,28763,32685,36084,26184,29264,30750,28779,28114,30176,35320"
226363,"28081,28763,32685,36084,35263,29990,26184,29264,30750,30176,35320"
232615,"28081,32685,36084,35263,26184,29264,30750,28779,28114,30176,35320"
64102,"30045,28763,35263,30102,29990,30049,29264,30750,28114,30176,35320"
64109,"30045,28763,35263,30102,30049,29264,30750,28779,28114,30176,35320"
64110,"30045,28763,32685,35263,30102,29264,30750,28779,28114,30176,35320"
64111,"30045,28763,32685,35263,30102,29264,30750,28779,28114,30176,35320"
64112,"30045,28763,32685,35263,30102,29264,30750,28779,28114,30176,35320"
64125,"30045,28763,32685,26829,35263,30102,30750,28779,28114,30176,35320"
64126,"30045,28763,32685,26829,35263,29264,30750,28779,28114,30176,35320"
64127,"30045,28763,32685,26829,35263,29264,30750,28779,28114,30176,35320"
219062,"30045,28763,32685,36084,35263,30102,29264,30750,28779,28114,30176"
219613,"30045,28763,32685,36084,35263,30102,29264,30750,28779,28114,30176"
64060,"32685,27639,32242,35263,31820,26184,30750,28779,28114,30176,35320"
64062,"32685,27639,32242,35263,30049,26184,30750,28779,28114,30176,35320"
64081,"32685,36084,27639,26829,32242,35263,30102,30750,28114,30176,35320"
64082,"32685,36084,27639,26829,32242,35263,26184,30750,28114,30176,35320"
64083,"32685,36084,26829,32242,35263,31820,30750,28779,28114,30176,35320"
64099,"32685,36084,27639,32242,35263,30102,29264,30750,28779,28114,30176"
64100,"32685,36084,32242,35263,30102,29990,29264,30750,28779,28114,30176"
64047,"36084,27639,26829,32242,35263,30102,29264,30750,28114,30176,35320"
64046,"27639,26829,32242,35263,30102,29264,30750,28779,28114,30176,35320"
64059,"27639,32242,35263,30102,31820,26184,29264,30750,28779,28114,35320"
64061,"27639,32242,35263,30102,31820,26184,30750,28779,28114,30176,35320"
64101,"27639,32242,35263,30102,29990,30049,26184,30750,28114,30176,35320"
63998,"32242,35263,30102,29646,31820,26184,29264,30750,28779,28114,35320"
63999,"32242,27225,35263,30102,26184,29264,30750,28779,28114,30176,35320"
64004,"32242,27225,35263,30102,29264,30750,28779,28114,34105,30176,35320"
64005,"32242,27225,35263,30102,29264,30750,28779,28114,34105,30176,35320"
64006,"32242,27225,35263,31820,29264,30750,28779,28114,34105,30176,35320"
64020,"32242,27225,35263,30102,31820,26184,29264,30750,28779,28114,35320"
64021,"32242,36080,27225,35263,30102,31820,29264,30750,28779,28114,35320"
63985,"33127,27225,30102,28010,31820,29264,30750,28779,28114,34105,35320"
63986,"33127,30102,28010,29646,31820,29264,30750,28779,28114,34105,35320"
63987,"33127,30102,28010,29646,31820,30750,28779,28114,34105,30176,35320"
63988,"33127,30102,28010,29646,31820,29264,30750,28779,28114,34105,35320"
63997,"33127,35263,30102,29646,31820,26184,30750,28779,28114,30176,35320"
64000,"33127,27225,35263,30102,26184,29264,30750,28779,28114,30176,35320"
63961,"36080,34026,27225,28146,28010,29264,30750,28779,28114,30176,35320"
63962,"36080,35263,28146,28010,29264,30750,28779,28114,34105,30176,35320"
63976,"27225,28146,30102,28010,29264,30750,28779,28114,34105,30176,35320"
63977,"27225,35263,28146,30102,28010,29264,28779,28114,34105,30176,35320"
63984,"27225,28146,34211,30102,28010,30750,28779,28114,34105,30176,35320"
63951,"35263,28146,30102,28010,31820,30750,28779,28114,34105,30176,35320"
63952,"35263,28146,28010,26184,29264,30750,28779,28114,34105,30176,35320"
63963,"35263,28146,34211,28010,29264,30750,28779,28114,34105,30176,35320"
63935,"26802,28090,28010,31820,26184,29264,30750,28779,28114,34105,35320"
63943,"26802,28090,30102,28010,29990,33066,29264,28779,28114,32345,34105"
63944,"26802,28090,30102,28010,29990,33066,29264,29280,28779,28114,32345"
63945,"26802,28090,26815,30102,28010,29990,33066,29264,28779,28114,32345"
63921,"28090,26815,30102,28010,33066,29264,30149,30750,28779,28114,35320"
63934,"28090,30102,28010,31820,33066,29264,30750,28779,28114,34105,35320"
63919,"34214,28010,33066,26184,29264,30750,28779,28114,31036,34105,35320"
63906,"34211,27978,30102,28010,33066,26184,28779,28114,29725,34105,35320"
63905,"27978,28010,30049,33066,26184,30750,28779,28114,29725,34105,35320"
63898,"30102,30042,28010,30049,33066,26184,28779,28114,29725,34105,35320"
63920,"30102,28010,33066,29264,30750,28779,28114,32345,31036,33044,35320"
63871,"29990,27641,30049,29646,28779,28114,31036,34105,30176,35320,26329"
63870,"30049,29646,26184,30750,28779,28114,31036,29632,34105,30176,35320"
63866,"30018,32346,33066,26184,30750,28779,28114,32345,34105,30176,35320"
63867,"30018,35673,32346,26184,30750,28779,28114,32345,34105,30176,35320"
63848,"35673,32346,28770,33066,28779,28114,32345,29725,34105,30176,35320"
63849,"35673,32346,28770,33066,29264,28779,28114,29725,34105,30176,35320"
63850,"32346,28770,33066,29264,28779,28114,32345,29632,34105,30176,35320"
63865,"32346,28770,33066,26184,30750,28779,28114,32345,34105,30176,35320"
63831,"31820,33066,29264,30750,28779,28114,32345,31036,30176,35320,26329"
63828,"33066,30750,28779,28114,32345,29725,31036,34105,30176,35320,26329"
63829,"33066,29264,30750,28779,28114,32345,31036,34105,30176,35320,26329"
63830,"33066,29264,30750,28779,28114,32345,31036,34105,30176,35320,26329"
63827,"34060,28779,28114,32345,31036,29632,34105,30176,35320,26329,34028"
63813,"34059,26184,29264,28779,28114,31036,34105,30176,35320,26329,34028"
63796,"29264,29280,30750,28779,28114,31036,30176,33044,35320,26329,34028"
63826,"29264,28779,28114,32345,31036,29632,34105,30176,35320,26329,34028"
63794,"29280,28779,28114,31036,27622,34105,30176,33044,35320,26329,34028"
63763,"31025,30182,28779,28114,32345,31036,29632,30176,35320,26329,34028"
63775,"31025,30182,28779,28114,31036,27622,34105,30176,35320,26329,34028"
63762,"30149,30182,28779,28114,32345,31036,27622,30176,35320,26329,34028"
63776,"30149,30182,28779,28114,31036,27622,34105,30176,35320,26329,34028"
63745,"30182,30750,28779,28114,32345,29725,31036,30176,35320,26329,34028"
63746,"30182,30750,28779,28114,32345,29725,31036,30176,35320,26329,34028"
63747,"30182,28774,30750,28779,28114,32345,31036,30176,35320,26329,34028"
63748,"30182,30750,28779,28114,32345,29725,31036,29632,30176,35320,26329"
63749,"30182,28774,28114,32345,29725,31036,29632,30176,35320,26329,34028"
63777,"30182,28779,28114,32345,31036,27622,34105,30176,35320,26329,34028"
63737,"28774,30750,28779,28114,32345,31036,34105,30176,35320,33058,26329"
63738,"28774,30750,28779,28114,33120,32345,31036,34105,30176,35320,26329"
63724,"30750,28114,32345,29725,31036,34105,30176,35320,29299,30934,26329"
63725,"30750,28779,28114,32345,29725,31036,34105,30176,35320,29299,26329"
63795,"30750,28779,28114,31036,27622,34105,30176,33044,35320,26329,34028"
63721,"29712,28779,28114,33120,32345,29725,30030,31036,30176,35320,26329"
63736,"29712,28779,28114,33120,32345,31036,34105,30176,35320,33058,26329"
63714,"28779,28114,33120,32345,30999,31036,29632,34105,30176,35320,26329"
63715,"28779,28114,33120,32345,31036,34105,30176,33044,35320,30934,26329"
63726,"28779,28114,32345,29725,30030,31036,34105,30176,35320,33058,26329"
63713,"33120,32345,30999,29725,31036,29632,34105,30176,35320,30934,26329"
63662,"30030,31036,30009,34105,30176,33044,35320,30934,26329,32323,34028"
63696,"30030,31036,30009,29632,34105,30176,35320,29299,26329,32323,34028"
63631,"31036,30009,27622,30176,33044,35320,30934,26329,32323,34028,30028"
63632,"31036,30009,27622,30176,33044,35320,30934,26329,32323,34028,30028"
63633,"31036,30009,27622,30176,33044,35320,30934,26329,32323,34028,30028"
63645,"31036,30009,27622,34105,30176,33044,35320,30934,26329,34028,30028"
63660,"31036,30009,27622,34105,30176,33044,35320,30934,26329,32323,34028"
